# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19213
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_LUNG_SACCULE_DEVELOPMENT            SET       9    -0.049956    -0.001081      0.27761       0.5714 GOBP_LUNG_SACCULE_DEVELOPMENT
GOBP_LUNG_SECRETORY_CELL_DIF...          SET      11      0.09044    0.0021634      0.25932      0.36364 GOBP_LUNG_SECRETORY_CELL_DIFFERENTIATION
GOBP_LUNG_VASCULATURE_DEVELO...          SET       5      -0.3105   -0.0050084      0.33645      0.82196 GOBP_LUNG_VASCULATURE_DEVELOPMENT
GOBP_LUTEINIZATION                       SET      12      0.14348    0.0035847      0.21537      0.25264 GOBP_LUTEINIZATION
GOBP_LUTEINIZING_HORMONE_SEC...          SET      10    -0.027432  -0.00062569      0.26612      0.54105 GOBP_LUTEINIZING_HORMONE_SECRETION
GOBP_LUTEOLYSIS                          SET       7     -0.17287   -0.0032991      0.38367      0.67384 GOBP_LUTEOLYSIS
GOBP_LYMPHANGIOGENESIS                   SET      17      0.40781     0.012126      0.22767     0.036637 GOBP_LYMPHANGIOGENESIS
GOBP_LYMPHATIC_ENDOTHELIAL_C...          SET       8      0.37958    0.0077441      0.26363     0.074973 GOBP_LYMPHATIC_ENDOTHELIAL_CELL_DIFFERENTIATION
GOBP_LYMPHOCYTE_ACTIVATION               SET     741     0.074925     0.014428      0.03355     0.012774 GOBP_LYMPHOCYTE_ACTIVATION
GOBP_LYMPHOCYTE_ACTIVATION_I...          SET     202     0.017042    0.0017383     0.063887      0.39483 GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_LYMPHOCYTE_AGGREGATION              SET       4       0.1536    0.0022161      0.35234      0.33144 GOBP_LYMPHOCYTE_AGGREGATION
GOBP_LYMPHOCYTE_ANERGY                   SET       7     0.055905    0.0010669      0.30659      0.42766 GOBP_LYMPHOCYTE_ANERGY
GOBP_LYMPHOCYTE_APOPTOTIC_PR...          SET      76     -0.10372   -0.0065109      0.09883      0.85302 GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS
GOBP_LYMPHOCYTE_CHEMOTAXIS               SET      52      0.34642     0.017998      0.12935    0.0037055 GOBP_LYMPHOCYTE_CHEMOTAXIS
GOBP_LYMPHOCYTE_COSTIMULATION            SET      43      0.15448    0.0073003      0.15077      0.15277 GOBP_LYMPHOCYTE_COSTIMULATION
GOBP_LYMPHOCYTE_HOMEOSTASIS              SET      66     -0.15521   -0.0090813      0.10779      0.92505 GOBP_LYMPHOCYTE_HOMEOSTASIS
GOBP_LYMPHOCYTE_MEDIATED_IMM...          SET     280       0.1071     0.012834     0.054943     0.025643 GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_LYMPHOCYTE_MIGRATION                SET     106      0.22119     0.016384     0.090803    0.0074331 GOBP_LYMPHOCYTE_MIGRATION
GOBP_LYMPHOCYTE_MIGRATION_IN...          SET       9      0.17006    0.0036798      0.29832      0.28433 GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS
GOBP_LYMPHOID_PROGENITOR_CEL...          SET      24      0.36084     0.012745       0.1921     0.030173 GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION
GOBP_LYMPH_NODE_DEVELOPMENT              SET      18     -0.11917   -0.0036459      0.21593      0.70948 GOBP_LYMPH_NODE_DEVELOPMENT
GOBP_LYMPH_VESSEL_DEVELOPMENT            SET      30      0.34407     0.013586      0.16326     0.017547 GOBP_LYMPH_VESSEL_DEVELOPMENT
GOBP_LYMPH_VESSEL_MORPHOGENE...          SET      22      0.33787     0.011427      0.19703     0.043202 GOBP_LYMPH_VESSEL_MORPHOGENESIS
GOBP_LYSINE_METABOLIC_PROCESS            SET       8     -0.43891   -0.0089545      0.29211      0.93351 GOBP_LYSINE_METABOLIC_PROCESS
GOBP_LYSOSOMAL_LUMEN_ACIDIFI...          SET      19     0.082312    0.0025873      0.19335      0.33516 GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION
GOBP_LYSOSOMAL_MEMBRANE_ORGA...          SET      15     0.019148   0.00053483      0.29649      0.47425 GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION
GOBP_LYSOSOMAL_MICROAUTOPHAGY            SET      12      0.45449     0.011355      0.26538     0.043402 GOBP_LYSOSOMAL_MICROAUTOPHAGY
GOBP_LYSOSOMAL_PROTEIN_CATAB...          SET      18    -0.026034  -0.00079649      0.19078      0.55427 GOBP_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS
GOBP_LYSOSOMAL_TRANSPORT                 SET     124     -0.14164    -0.011342     0.076296      0.96829 GOBP_LYSOSOMAL_TRANSPORT
GOBP_LYTIC_VACUOLE_ORGANIZAT...          SET      96     0.066975    0.0047226     0.093227      0.23626 GOBP_LYTIC_VACUOLE_ORGANIZATION
GOBP_L_ALANINE_TRANSMEMBRANE...          SET       4      0.39958    0.0057651      0.37666      0.14439 GOBP_L_ALANINE_TRANSMEMBRANE_TRANSPORT
GOBP_L_ALANINE_TRANSPORT                 SET      10       0.1792    0.0040873        0.288      0.26691 GOBP_L_ALANINE_TRANSPORT
GOBP_L_AMINO_ACID_TRANSPORT              SET      78     -0.11853   -0.0075374     0.097169      0.88873 GOBP_L_AMINO_ACID_TRANSPORT
GOBP_L_ARGININE_IMPORT_ACROS...          SET       6     -0.58621    -0.010358      0.33636       0.9593 GOBP_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_ARGININE_TRANSMEMBRAN...          SET      14     -0.30395   -0.0082019      0.21233      0.92385 GOBP_L_ARGININE_TRANSMEMBRANE_TRANSPORT
GOBP_L_ASCORBIC_ACID_METABOL...          SET       8      0.11139    0.0022726      0.40417      0.39142 GOBP_L_ASCORBIC_ACID_METABOLIC_PROCESS
GOBP_L_ASPARTATE_IMPORT_ACRO...          SET       6    -0.070397   -0.0012439      0.38574       0.5724 GOBP_L_ASPARTATE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_ASPARTATE_TRANSMEMBRA...          SET      12     0.086991    0.0021734      0.26031      0.36912 GOBP_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT
GOBP_L_CYSTEINE_METABOLIC_PR...          SET       4      0.10368    0.0014959      0.45134      0.40916 GOBP_L_CYSTEINE_METABOLIC_PROCESS
GOBP_L_CYSTINE_TRANSPORT                 SET       6      0.31936    0.0056429       0.3241      0.16222 GOBP_L_CYSTINE_TRANSPORT
GOBP_L_GLUTAMATE_IMPORT                  SET      29    -0.086654   -0.0033641      0.15529      0.71158 GOBP_L_GLUTAMATE_IMPORT
GOBP_L_GLUTAMATE_IMPORT_ACRO...          SET      17    -0.096131   -0.0028583      0.20445      0.68089 GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_GLUTAMINE_IMPORT_ACRO...          SET       3     -0.57397   -0.0071718      0.49768       0.8756 GOBP_L_GLUTAMINE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_HISTIDINE_TRANSMEMBRA...          SET       4   -0.0039983  -5.7687e-05      0.32292      0.50494 GOBP_L_HISTIDINE_TRANSMEMBRANE_TRANSPORT
GOBP_L_KYNURENINE_METABOLIC_...          SET       7    -0.041288  -0.00078796       0.2633       0.5623 GOBP_L_KYNURENINE_METABOLIC_PROCESS
GOBP_L_LYSINE_TRANSPORT                  SET       8     0.060899    0.0012425      0.24612      0.40229 GOBP_L_LYSINE_TRANSPORT
GOBP_L_METHIONINE_SALVAGE_FR...          SET       5     0.093427     0.001507       0.3978      0.40716 GOBP_L_METHIONINE_SALVAGE_FROM_METHYLTHIOADENOSINE
GOBP_L_PHENYLALANINE_METABOL...          SET       8      0.34342    0.0070063      0.27571      0.10647 GOBP_L_PHENYLALANINE_METABOLIC_PROCESS
GOBP_L_PROLINE_BIOSYNTHETIC_...          SET       6      0.34903    0.0061672      0.28294      0.10869 GOBP_L_PROLINE_BIOSYNTHETIC_PROCESS
GOBP_L_SERINE_BIOSYNTHETIC_P...          SET       6     -0.16512   -0.0029175      0.41732      0.65382 GOBP_L_SERINE_BIOSYNTHETIC_PROCESS
GOBP_L_SERINE_CATABOLIC_PROC...          SET       5     -0.80944    -0.013056      0.48004      0.95411 GOBP_L_SERINE_CATABOLIC_PROCESS
GOBP_L_SERINE_METABOLIC_PROC...          SET      12     -0.40094    -0.010017      0.28906      0.91728 GOBP_L_SERINE_METABOLIC_PROCESS
GOBP_L_SERINE_TRANSPORT                  SET       8      0.07935    0.0016189      0.34276      0.40846 GOBP_L_SERINE_TRANSPORT
GOBP_MACROAUTOPHAGY                      SET     305    -0.027293   -0.0034115     0.049428      0.70959 GOBP_MACROAUTOPHAGY
GOBP_MACROMOLECULE_CATABOLIC...          SET    1281    -0.031292   -0.0078062     0.024968      0.89494 GOBP_MACROMOLECULE_CATABOLIC_PROCESS
GOBP_MACROMOLECULE_DEACYLATI...          SET     118      0.13688     0.010694     0.074563     0.033209 GOBP_MACROMOLECULE_DEACYLATION
GOBP_MACROMOLECULE_DEPALMITO...          SET      14      0.13623    0.0036762      0.20329      0.25139 GOBP_MACROMOLECULE_DEPALMITOYLATION
GOBP_MACROPHAGE_ACTIVATION               SET     102      0.02467    0.0017928     0.089006      0.39083 GOBP_MACROPHAGE_ACTIVATION
GOBP_MACROPHAGE_ACTIVATION_I...          SET      19      0.15193    0.0047754      0.20723      0.23175 GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MACROPHAGE_APOPTOTIC_PR...          SET      12      0.18413    0.0046004      0.22839      0.21006 GOBP_MACROPHAGE_APOPTOTIC_PROCESS
GOBP_MACROPHAGE_CHEMOTAXIS               SET      38      -0.1294    -0.005749      0.13043      0.83941 GOBP_MACROPHAGE_CHEMOTAXIS
GOBP_MACROPHAGE_COLONY_STIMU...1         SET       6     -0.31357   -0.0055406      0.37464      0.79869 GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION
GOBP_MACROPHAGE_COLONY_STIMU...2         SET       7     0.074828    0.0014281      0.32395      0.40866 GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY
GOBP_MACROPHAGE_CYTOKINE_PRO...          SET      36   -0.0019635  -8.4915e-05      0.13133      0.50596 GOBP_MACROPHAGE_CYTOKINE_PRODUCTION
GOBP_MACROPHAGE_DIFFERENTIAT...          SET      54      0.33611     0.017794       0.1202    0.0025886 GOBP_MACROPHAGE_DIFFERENTIATION
GOBP_MACROPHAGE_FUSION                   SET       6     -0.65281    -0.011535      0.31793      0.97997 GOBP_MACROPHAGE_FUSION
GOBP_MACROPHAGE_INFLAMMATORY...          SET       6      0.02675   0.00047265      0.31957      0.46665 GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION
GOBP_MACROPHAGE_MIGRATION                SET      56    -0.068645   -0.0037007      0.10905      0.73548 GOBP_MACROPHAGE_MIGRATION
GOBP_MACROPHAGE_PROLIFERATION            SET      11      0.10023    0.0023976      0.23625      0.33569 GOBP_MACROPHAGE_PROLIFERATION
GOBP_MACROPINOCYTOSIS                    SET      11      0.31388    0.0075084      0.27321      0.12532 GOBP_MACROPINOCYTOSIS
GOBP_MAGNESIUM_ION_HOMEOSTAS...          SET      10     -0.31432   -0.0071692      0.28747      0.86288 GOBP_MAGNESIUM_ION_HOMEOSTASIS
GOBP_MAGNESIUM_ION_TRANSPORT             SET      16     0.047559    0.0013719      0.23234       0.4189 GOBP_MAGNESIUM_ION_TRANSPORT
GOBP_MAINTENANCE_OF_ANIMAL_O...          SET       5     -0.52215   -0.0084225      0.46213      0.87073 GOBP_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY
GOBP_MAINTENANCE_OF_APICAL_B...          SET      10     0.013337   0.00030421      0.27687      0.48079 GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY
GOBP_MAINTENANCE_OF_BLOOD_BR...          SET      32      0.24403     0.009951      0.14381     0.044874 GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER
GOBP_MAINTENANCE_OF_CELL_NUM...          SET     172     0.064691    0.0060936     0.066523      0.16542 GOBP_MAINTENANCE_OF_CELL_NUMBER
GOBP_MAINTENANCE_OF_CELL_POL...          SET      17     -0.13243   -0.0039378      0.22878      0.71866 GOBP_MAINTENANCE_OF_CELL_POLARITY
GOBP_MAINTENANCE_OF_CENTROSO...          SET       6      0.25553    0.0045151      0.36303      0.24076 GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION
GOBP_MAINTENANCE_OF_DNA_REPE...          SET       7      0.14261    0.0027217      0.27467      0.30181 GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS
GOBP_MAINTENANCE_OF_GASTROIN...          SET      21     0.075345    0.0024896       0.2078      0.35846 GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM
GOBP_MAINTENANCE_OF_LENS_TRA...          SET       7      0.94782     0.018089      0.36541    0.0047497 GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY
GOBP_MAINTENANCE_OF_LOCATION             SET     322     0.079627     0.010222     0.047889     0.048193 GOBP_MAINTENANCE_OF_LOCATION
GOBP_MAINTENANCE_OF_LOCATION...          SET     217     0.082905     0.008761     0.057685     0.075343 GOBP_MAINTENANCE_OF_LOCATION_IN_CELL
GOBP_MAINTENANCE_OF_ORGANELL...          SET      12     0.073737    0.0018423       0.2753      0.39441 GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION
GOBP_MAINTENANCE_OF_POSTSYNA...1         SET       5      0.12613    0.0020345      0.39395      0.37442 GOBP_MAINTENANCE_OF_POSTSYNAPTIC_DENSITY_STRUCTURE
GOBP_MAINTENANCE_OF_POSTSYNA...2         SET       8     0.088567    0.0018069      0.34276      0.39805 GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE
GOBP_MAINTENANCE_OF_PRESYNAP...          SET       6     -0.13599   -0.0024029      0.40438      0.63168 GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE
GOBP_MAINTENANCE_OF_PROTEIN_...1         SET      13      0.17363     0.004515      0.26698      0.25774 GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM
GOBP_MAINTENANCE_OF_PROTEIN_...2         SET      41      0.25754     0.011885      0.15044     0.043473 GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE
GOBP_MAINTENANCE_OF_PROTEIN_...3         SET      83     0.095531    0.0062655     0.098136      0.16517 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION
GOBP_MAINTENANCE_OF_PROTEIN_...4         SET      60      0.10398     0.005802      0.11861      0.19033 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL
GOBP_MAINTENANCE_OF_PROTEIN_...5         SET       7      0.17202     0.003283      0.31622      0.29323 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION
GOBP_MAINTENANCE_OF_PROTEIN_...6         SET       5      0.20581    0.0033198      0.40036      0.30361 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION
GOBP_MAINTENANCE_OF_PROTEIN_...7         SET      23      0.31969     0.011055      0.20432     0.058843 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS
GOBP_MAINTENANCE_OF_SISTER_C...          SET      10       0.1535    0.0035011      0.25593      0.27434 GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION
GOBP_MAINTENANCE_OF_SYNAPSE_...          SET      26     0.039265    0.0014435      0.18928      0.41783 GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE
GOBP_MALATE_METABOLIC_PROCESS            SET       9     -0.46756    -0.010117      0.29927      0.94088 GOBP_MALATE_METABOLIC_PROCESS
GOBP_MALE_GAMETE_GENERATION              SET     555     0.045349    0.0075957     0.037051      0.11049 GOBP_MALE_GAMETE_GENERATION
GOBP_MALE_GENITALIA_DEVELOPM...          SET      22     0.024756   0.00083727      0.18692      0.44732 GOBP_MALE_GENITALIA_DEVELOPMENT
GOBP_MALE_MATING_BEHAVIOR                SET       6      0.31967    0.0056484      0.39526      0.20933 GOBP_MALE_MATING_BEHAVIOR
GOBP_MALE_MEIOSIS_I                      SET      28    0.0083838   0.00031983      0.15553      0.47851 GOBP_MALE_MEIOSIS_I
GOBP_MALE_MEIOTIC_NUCLEAR_DI...          SET      51    -0.041591   -0.0021401      0.11805       0.6377 GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION
GOBP_MALE_SEX_DETERMINATION              SET      11      0.12449    0.0029781      0.26848      0.32144 GOBP_MALE_SEX_DETERMINATION
GOBP_MALE_SEX_DIFFERENTIATION            SET     155     0.058421    0.0052262     0.071269      0.20619 GOBP_MALE_SEX_DIFFERENTIATION
GOBP_MALONYL_COA_METABOLIC_P...          SET       5      0.58541    0.0094428      0.39217     0.067765 GOBP_MALONYL_COA_METABOLIC_PROCESS
GOBP_MAMMALIAN_OOGENESIS_STA...          SET      11      0.42832     0.010246       0.3011     0.077448 GOBP_MAMMALIAN_OOGENESIS_STAGE
GOBP_MAMMARY_GLAND_ALVEOLUS_...          SET      19      0.38687      0.01216      0.21106     0.033413 GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT
GOBP_MAMMARY_GLAND_BRANCHING...          SET       6      -0.2433    -0.004299      0.37658      0.74088 GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY
GOBP_MAMMARY_GLAND_DEVELOPME...          SET     130      0.13585     0.011137     0.079909     0.044566 GOBP_MAMMARY_GLAND_DEVELOPMENT
GOBP_MAMMARY_GLAND_DUCT_MORP...          SET      29    -0.043769   -0.0016992      0.17127      0.60085 GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS
GOBP_MAMMARY_GLAND_EPITHELIA...1         SET      18    -0.040686   -0.0012448      0.18502      0.58702 GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION
GOBP_MAMMARY_GLAND_EPITHELIA...2         SET      26      0.25484    0.0093686      0.19211     0.092343 GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION
GOBP_MAMMARY_GLAND_EPITHELIU...          SET      66     0.067745    0.0039639      0.11002      0.26903 GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT
GOBP_MAMMARY_GLAND_FORMATION             SET       7      0.12255    0.0023387      0.39922      0.37944 GOBP_MAMMARY_GLAND_FORMATION
GOBP_MAMMARY_GLAND_INVOLUTION            SET       9     -0.19961   -0.0043194      0.31486      0.73694 GOBP_MAMMARY_GLAND_INVOLUTION
GOBP_MAMMARY_GLAND_MORPHOGEN...          SET      44    -0.060808   -0.0029067      0.13921      0.66887 GOBP_MAMMARY_GLAND_MORPHOGENESIS
GOBP_MANCHETTE_ASSEMBLY                  SET       6    -0.033241  -0.00058734      0.26072      0.55072 GOBP_MANCHETTE_ASSEMBLY
GOBP_MANGANESE_ION_TRANSMEMB...          SET      10     -0.29288   -0.0066802      0.25816       0.8717 GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT
GOBP_MANNOSE_METABOLIC_PROCE...          SET       9      0.24395    0.0052788      0.29144      0.20129 GOBP_MANNOSE_METABOLIC_PROCESS
GOBP_MANNOSYLATION                       SET      33    -0.090215   -0.0037357      0.14793      0.72901 GOBP_MANNOSYLATION
GOBP_MAPK_CASCADE                        SET     732     0.025585     0.004898     0.033136      0.22003 GOBP_MAPK_CASCADE
GOBP_MARGINAL_ZONE_B_CELL_DI...          SET       8     0.048663   0.00099282      0.33666      0.44254 GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION
GOBP_MAST_CELL_ACTIVATION                SET      68    -0.083445   -0.0049556     0.097995      0.80275 GOBP_MAST_CELL_ACTIVATION
GOBP_MAST_CELL_CHEMOTAXIS                SET      11       0.2745    0.0065664      0.28588      0.16849 GOBP_MAST_CELL_CHEMOTAXIS
GOBP_MAST_CELL_CYTOKINE_PROD...          SET       7      0.47512    0.0090675      0.37025     0.099711 GOBP_MAST_CELL_CYTOKINE_PRODUCTION
GOBP_MAST_CELL_DIFFERENTIATI...          SET       6      0.63037     0.011138      0.36628     0.042638 GOBP_MAST_CELL_DIFFERENTIATION
GOBP_MAST_CELL_MEDIATED_IMMU...          SET      56    -0.055582   -0.0029965      0.10761      0.69725 GOBP_MAST_CELL_MEDIATED_IMMUNITY
GOBP_MAST_CELL_MIGRATION                 SET      14      0.18985    0.0051231      0.24419      0.21845 GOBP_MAST_CELL_MIGRATION
GOBP_MAST_CELL_PROLIFERATION             SET       7     -0.24015   -0.0045831      0.28005      0.80441 GOBP_MAST_CELL_PROLIFERATION
GOBP_MATERNAL_PLACENTA_DEVEL...          SET      33     -0.12403    -0.005136      0.14924      0.79702 GOBP_MATERNAL_PLACENTA_DEVELOPMENT
GOBP_MATERNAL_PROCESS_INVOLV...1         SET      56    -0.074916   -0.0040387      0.12105      0.73199 GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY
GOBP_MATERNAL_PROCESS_INVOLV...2         SET       5     -0.35167   -0.0056726      0.36968      0.82926 GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION
GOBP_MATURATION_OF_5_8S_RRNA             SET      34    -0.020736  -0.00087157      0.15201      0.55425 GOBP_MATURATION_OF_5_8S_RRNA
GOBP_MATURATION_OF_5_8S_RRNA...          SET      24    -0.035296   -0.0012467      0.18893       0.5741 GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURATION_OF_LSU_RRNA              SET      19     0.029444   0.00092548      0.20745      0.44357 GOBP_MATURATION_OF_LSU_RRNA
GOBP_MATURATION_OF_LSU_RRNA_...          SET      13    -0.012943  -0.00033658      0.27955      0.51846 GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURATION_OF_SSU_RRNA              SET      51    -0.039598   -0.0020375      0.11848      0.63089 GOBP_MATURATION_OF_SSU_RRNA
GOBP_MATURATION_OF_SSU_RRNA_...          SET      36    -0.083127    -0.003595      0.13986      0.72386 GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA
GOBP_MATURE_B_CELL_DIFFERENT...1         SET      35      0.15446    0.0065867      0.15044      0.15228 GOBP_MATURE_B_CELL_DIFFERENTIATION
GOBP_MATURE_B_CELL_DIFFERENT...2         SET      30     0.052245    0.0020629      0.16948      0.37894 GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MATURE_CONVENTIONAL_DEN...          SET       5      0.35598     0.005742      0.33589      0.14462 GOBP_MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION
GOBP_MDA_5_SIGNALING_PATHWAY             SET      11     0.052447    0.0012546      0.26276       0.4209 GOBP_MDA_5_SIGNALING_PATHWAY
GOBP_MECHANORECEPTOR_DIFFERE...          SET      67      0.13403    0.0079014     0.098838     0.087548 GOBP_MECHANORECEPTOR_DIFFERENTIATION
GOBP_MECHANOSENSORY_BEHAVIOR             SET      14     -0.15664    -0.004227      0.22765       0.7543 GOBP_MECHANOSENSORY_BEHAVIOR
GOBP_MEDIUM_CHAIN_FATTY_ACID...1         SET       6     0.053436   0.00094419      0.40831      0.44794 GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACID...2         SET       5     -0.24357   -0.0039288       0.3598      0.75078 GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACID...3         SET      15     -0.10334   -0.0028863      0.23899      0.66726 GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS
GOBP_MEDIUM_CHAIN_FATTY_ACYL...          SET       6     0.035752   0.00063172      0.36147      0.46061 GOBP_MEDIUM_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS
GOBP_MEGAKARYOCYTE_DEVELOPME...          SET      22      0.43257      0.01463      0.18416    0.0094218 GOBP_MEGAKARYOCYTE_DEVELOPMENT
