# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19074
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_INTERMEDIATE_FILAMENT_B...1         SET      90      0.10199    0.0069893      0.12619      0.20949 GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS
GOBP_INTERMEDIATE_FILAMENT_B...2         SET       6       0.1587    0.0028144      0.39015      0.34209 GOBP_INTERMEDIATE_FILAMENT_BUNDLE_ASSEMBLY
GOBP_INTERMEDIATE_FILAMENT_O...          SET      70      0.26217     0.015853      0.14883     0.039086 GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION
GOBP_INTERMEMBRANE_LIPID_TRA...          SET      50     0.059324    0.0030334      0.13174      0.32625 GOBP_INTERMEMBRANE_LIPID_TRANSFER
GOBP_INTERNEURON_MIGRATION               SET      14      0.13805    0.0037387      0.20901      0.25448 GOBP_INTERNEURON_MIGRATION
GOBP_INTERNEURON_MIGRATION_F...          SET       7     -0.29293   -0.0056108      0.32332      0.81752 GOBP_INTERNEURON_MIGRATION_FROM_THE_SUBPALLIUM_TO_THE_CORTEX
GOBP_INTERSTRAND_CROSS_LINK_...          SET      38    -0.062049   -0.0027669      0.13281      0.67982 GOBP_INTERSTRAND_CROSS_LINK_REPAIR
GOBP_INTESTINAL_ABSORPTION               SET      41     -0.17289   -0.0080071      0.12381      0.91869 GOBP_INTESTINAL_ABSORPTION
GOBP_INTESTINAL_CHOLESTEROL_...          SET      18      0.23228    0.0071325      0.19368      0.11521 GOBP_INTESTINAL_CHOLESTEROL_ABSORPTION
GOBP_INTESTINAL_EPITHELIAL_C...1         SET      14    -0.051301   -0.0013894      0.26587       0.5765 GOBP_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT
GOBP_INTESTINAL_EPITHELIAL_C...2         SET      24     0.060638    0.0021496      0.19502      0.37793 GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION
GOBP_INTESTINAL_EPITHELIAL_C...3         SET       5      0.25979    0.0042058      0.41632      0.26631 GOBP_INTESTINAL_EPITHELIAL_CELL_MATURATION
GOBP_INTESTINAL_EPITHELIAL_S...          SET       7      0.40351    0.0077289      0.33101      0.11143 GOBP_INTESTINAL_EPITHELIAL_STRUCTURE_MAINTENANCE
GOBP_INTESTINAL_HEXOSE_ABSOR...          SET       5     -0.23344   -0.0037791      0.30381      0.77886 GOBP_INTESTINAL_HEXOSE_ABSORPTION
GOBP_INTESTINAL_LIPID_ABSORP...          SET      22      0.18644    0.0063282       0.1741      0.14213 GOBP_INTESTINAL_LIPID_ABSORPTION
GOBP_INTESTINAL_STEM_CELL_HO...          SET       5     -0.80471    -0.013027      0.54851      0.92881 GOBP_INTESTINAL_STEM_CELL_HOMEOSTASIS
GOBP_INTESTINE_SMOOTH_MUSCLE...          SET       8      0.34015     0.006965      0.33344      0.15384 GOBP_INTESTINE_SMOOTH_MUSCLE_CONTRACTION
GOBP_INTRACELLULAR_AMINO_ACI...          SET       7      0.81782     0.015665      0.33775     0.007737 GOBP_INTRACELLULAR_AMINO_ACID_HOMEOSTASIS
GOBP_INTRACELLULAR_COPPER_IO...          SET      11     0.041934    0.0010068      0.27701      0.43984 GOBP_INTRACELLULAR_COPPER_ION_HOMEOSTASIS
GOBP_INTRACELLULAR_DISTRIBUT...          SET       7     -0.18908   -0.0036217      0.40189      0.68099 GOBP_INTRACELLULAR_DISTRIBUTION_OF_MITOCHONDRIA
GOBP_INTRACELLULAR_ESTROGEN_...          SET      51    0.0033784   0.00017446      0.11325       0.4881 GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY
GOBP_INTRACELLULAR_GLUCOSE_H...          SET     138     0.067645    0.0057331     0.074009      0.18036 GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS
GOBP_INTRACELLULAR_GLUTAMATE...          SET       5      0.97208     0.015737      0.37013    0.0043204 GOBP_INTRACELLULAR_GLUTAMATE_HOMEOSTASIS
GOBP_INTRACELLULAR_IRON_ION_...          SET      56     -0.20925    -0.011322      0.12003      0.95934 GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS
GOBP_INTRACELLULAR_LIPID_TRA...          SET      47    0.0040421   0.00020041       0.1174      0.48627 GOBP_INTRACELLULAR_LIPID_TRANSPORT
GOBP_INTRACELLULAR_MONOATOMI...1         SET      11      0.22852    0.0054865      0.25112      0.18141 GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS
GOBP_INTRACELLULAR_MONOATOMI...2         SET     476     0.022654    0.0035338      0.03963      0.28379 GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS
GOBP_INTRACELLULAR_MRNA_LOCA...          SET      10      -0.1615   -0.0036969      0.28414      0.71511 GOBP_INTRACELLULAR_MRNA_LOCALIZATION
GOBP_INTRACELLULAR_OXYGEN_HO...          SET       5      0.42777    0.0069251      0.47819      0.18552 GOBP_INTRACELLULAR_OXYGEN_HOMEOSTASIS
GOBP_INTRACELLULAR_PHOSPHATE...          SET      10      0.64459     0.014756      0.31401     0.020056 GOBP_INTRACELLULAR_PHOSPHATE_ION_HOMEOSTASIS
GOBP_INTRACELLULAR_PH_ELEVAT...          SET       7      0.47584    0.0091143      0.35463     0.089839 GOBP_INTRACELLULAR_PH_ELEVATION
GOBP_INTRACELLULAR_PH_REDUCT...          SET      51    -0.026524   -0.0013697      0.11646      0.59008 GOBP_INTRACELLULAR_PH_REDUCTION
GOBP_INTRACELLULAR_POTASSIUM...          SET      15      0.13121    0.0036782      0.24203      0.29387 GOBP_INTRACELLULAR_POTASSIUM_ION_HOMEOSTASIS
GOBP_INTRACELLULAR_PROTEIN_T...1         SET      51     -0.10041    -0.005185      0.11107      0.81699 GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT
GOBP_INTRACELLULAR_PROTEIN_T...2         SET     821    -0.014018    -0.002845     0.030244      0.67849 GOBP_INTRACELLULAR_PROTEIN_TRANSPORT
GOBP_INTRACELLULAR_RECEPTOR_...          SET     275     0.042621    0.0050807     0.051948      0.20598 GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY
GOBP_INTRACELLULAR_SODIUM_IO...          SET      23    -0.090781   -0.0031506      0.18905      0.68446 GOBP_INTRACELLULAR_SODIUM_ION_HOMEOSTASIS
GOBP_INTRACELLULAR_SPHINGOLI...          SET       5    0.0044985   7.2827e-05      0.46215      0.49612 GOBP_INTRACELLULAR_SPHINGOLIPID_HOMEOSTASIS
GOBP_INTRACELLULAR_STEROL_TR...          SET      33      0.19079    0.0079292      0.14932      0.10068 GOBP_INTRACELLULAR_STEROL_TRANSPORT
GOBP_INTRACELLULAR_TRANSPORT             SET    1478    0.0027757   0.00074213     0.022879      0.45172 GOBP_INTRACELLULAR_TRANSPORT
GOBP_INTRACELLULAR_TRANSPORT...          SET       9     -0.17019   -0.0036961      0.27832      0.72956 GOBP_INTRACELLULAR_TRANSPORT_OF_VIRUS
GOBP_INTRACELLULAR_TRIGLYCER...          SET       6      0.20579    0.0036494      0.24457      0.20006 GOBP_INTRACELLULAR_TRIGLYCERIDE_HOMEOSTASIS
GOBP_INTRACELLULAR_WATER_HOM...          SET       6       0.4776    0.0084695      0.37463      0.10119 GOBP_INTRACELLULAR_WATER_HOMEOSTASIS
GOBP_INTRACELLULAR_ZINC_ION_...          SET      30     -0.15689   -0.0062175      0.14199       0.8654 GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS
GOBP_INTRACILIARY_ANTEROGRAD...          SET      17    0.0090804   0.00027097      0.17895      0.47977 GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT
GOBP_INTRACILIARY_RETROGRADE...          SET      14     -0.19058   -0.0051615      0.24161      0.78488 GOBP_INTRACILIARY_RETROGRADE_TRANSPORT
GOBP_INTRACILIARY_TRANSPORT              SET      46     0.021871    0.0010728      0.12773      0.43202 GOBP_INTRACILIARY_TRANSPORT
GOBP_INTRACILIARY_TRANSPORT_...          SET       7     -0.22075   -0.0042283      0.30073      0.76854 GOBP_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY
GOBP_INTRA_GOLGI_VESICLE_MED...          SET      32      0.11711    0.0047929      0.15458      0.22435 GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT
GOBP_INTRINSIC_APOPTOTIC_SIG...1         SET     278     0.084845     0.010168     0.051042     0.048241 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
GOBP_INTRINSIC_APOPTOTIC_SIG...2         SET      77    -0.071565   -0.0045379     0.097992       0.7674 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR
GOBP_INTRINSIC_APOPTOTIC_SIG...3         SET      96      0.10601    0.0075019     0.086095      0.10912 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
GOBP_INTRINSIC_APOPTOTIC_SIG...4         SET      41     0.022291    0.0010324      0.13387      0.43388 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
GOBP_INTRINSIC_APOPTOTIC_SIG...5         SET      59      0.24999     0.013883      0.11087     0.012076 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_INTRINSIC_APOPTOTIC_SIG...6         SET       5    -0.082069   -0.0013286      0.32856      0.59862 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYDROGEN_PEROXIDE
GOBP_INTRINSIC_APOPTOTIC_SIG...7         SET       9       0.3831    0.0083199       0.2546     0.066214 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA
GOBP_INTRINSIC_APOPTOTIC_SIG...8         SET      10      0.11374    0.0026038      0.31602      0.35945 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS
GOBP_INTRINSIC_APOPTOTIC_SIG...9         SET      42     0.016884   0.00079145      0.12404      0.44586 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS
GOBP_IN_UTERO_EMBRYONIC_DEVE...          SET     381     0.042724    0.0059779     0.045254      0.17257 GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT
GOBP_IODIDE_TRANSPORT                    SET       6     -0.40276   -0.0071424      0.34307      0.87979 GOBP_IODIDE_TRANSPORT
GOBP_IONOTROPIC_GLUTAMATE_RE...          SET      24      0.17723     0.006283      0.19854      0.18603 GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY
GOBP_ION_CHANNEL_MODULATING_...          SET      10     -0.11182   -0.0025597      0.25586      0.66895 GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GOBP_IP_10_PRODUCTION                    SET       4    0.0035028   5.0721e-05      0.42203      0.49669 GOBP_IP_10_PRODUCTION
GOBP_IRE1_MEDIATED_UNFOLDED_...          SET      20      0.36121     0.011691      0.19773      0.03388 GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
GOBP_IRES_DEPENDENT_VIRAL_TR...          SET      10      0.23013    0.0052681      0.29421      0.21705 GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION
GOBP_IRIS_MORPHOGENESIS                  SET       9     0.048704    0.0010577      0.24382      0.42084 GOBP_IRIS_MORPHOGENESIS
GOBP_IRON_COORDINATION_ENTIT...          SET      12      0.11999    0.0030088      0.27204      0.32958 GOBP_IRON_COORDINATION_ENTITY_TRANSPORT
GOBP_IRON_IMPORT_INTO_CELL               SET       9     -0.53888    -0.011703      0.25466      0.98282 GOBP_IRON_IMPORT_INTO_CELL
GOBP_IRON_ION_HOMEOSTASIS                SET      78     -0.30211     -0.01928      0.10105       0.9986 GOBP_IRON_ION_HOMEOSTASIS
GOBP_IRON_ION_IMPORT_ACROSS_...          SET       4     -0.22397   -0.0032431       0.3867      0.71876 GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_IRON_ION_TRANSMEMBRANE_...          SET      16    -0.094022   -0.0027221        0.205      0.67675 GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT
GOBP_IRON_ION_TRANSPORT                  SET      50    -0.011522  -0.00058915      0.12006      0.53823 GOBP_IRON_ION_TRANSPORT
GOBP_IRON_SULFUR_CLUSTER_ASS...          SET      28    -0.044421   -0.0017007      0.17267      0.60151 GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY
GOBP_ISG15_PROTEIN_CONJUGATI...          SET       6      0.15117    0.0026808       0.4117      0.35674 GOBP_ISG15_PROTEIN_CONJUGATION
GOBP_ISOCITRATE_METABOLIC_PR...          SET       5      -0.2251   -0.0036442      0.52418      0.66619 GOBP_ISOCITRATE_METABOLIC_PROCESS
GOBP_ISOLEUCINE_METABOLIC_PR...          SET       6      0.29101    0.0051607       0.3869      0.22599 GOBP_ISOLEUCINE_METABOLIC_PROCESS
GOBP_ISOLEUCINE_TRANSPORT                SET       5    -0.074245    -0.001202      0.33332      0.58813 GOBP_ISOLEUCINE_TRANSPORT
GOBP_ISOPENTENYL_DIPHOSPHATE...          SET       5      0.16712    0.0027056      0.40295      0.33917 GOBP_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_ISOPRENOID_BIOSYNTHETIC...          SET      30    -0.058977   -0.0023372      0.15987       0.6439 GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS
GOBP_ISOPRENOID_CATABOLIC_PR...          SET      10     -0.14795   -0.0033868       0.2718      0.70689 GOBP_ISOPRENOID_CATABOLIC_PROCESS
GOBP_ISOPRENOID_METABOLIC_PR...          SET     113    -0.013493   -0.0010355      0.08131       0.5659 GOBP_ISOPRENOID_METABOLIC_PROCESS
GOBP_ISOPRENOID_TRANSPORT                SET       5      0.10657    0.0017252      0.32205      0.37036 GOBP_ISOPRENOID_TRANSPORT
GOBP_ISOTYPE_SWITCHING_TO_IG...1         SET       7      0.46674      0.00894      0.32345     0.074521 GOBP_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES
GOBP_ISOTYPE_SWITCHING_TO_IG...2         SET      14      0.30023    0.0081311       0.2228     0.088915 GOBP_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES
GOBP_I_KAPPAB_KINASE_NF_KAPP...          SET     263    -0.041329   -0.0048196     0.053565      0.77981 GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
GOBP_I_KAPPAB_PHOSPHORYLATION            SET      16     -0.13229   -0.0038299      0.22358      0.72296 GOBP_I_KAPPAB_PHOSPHORYLATION
GOBP_JNK_CASCADE                         SET     161     0.016567    0.0015157     0.068997      0.40512 GOBP_JNK_CASCADE
GOBP_KERATAN_SULFATE_METABOL...          SET      18      0.17631    0.0054139      0.20386      0.19355 GOBP_KERATAN_SULFATE_METABOLIC_PROCESS
GOBP_KERATINIZATION                      SET      81     0.051129    0.0033249      0.13206      0.34932 GOBP_KERATINIZATION
GOBP_KERATINOCYTE_APOPTOTIC_...          SET       7    -0.063072   -0.0012081      0.36749      0.56813 GOBP_KERATINOCYTE_APOPTOTIC_PROCESS
GOBP_KERATINOCYTE_DEVELOPMENT            SET      12     -0.37971   -0.0095212      0.25271      0.93351 GOBP_KERATINOCYTE_DEVELOPMENT
GOBP_KERATINOCYTE_DIFFERENTI...          SET     171    -0.068706   -0.0064763     0.075683        0.818 GOBP_KERATINOCYTE_DIFFERENTIATION
GOBP_KERATINOCYTE_MIGRATION              SET      19     -0.22849    -0.007208      0.20368      0.86902 GOBP_KERATINOCYTE_MIGRATION
GOBP_KERATINOCYTE_PROLIFERAT...          SET      55     -0.25099    -0.013459       0.1126      0.98709 GOBP_KERATINOCYTE_PROLIFERATION
GOBP_KETONE_BIOSYNTHETIC_PRO...          SET      43    -0.077812   -0.0036905      0.12172      0.73867 GOBP_KETONE_BIOSYNTHETIC_PROCESS
GOBP_KETONE_BODY_BIOSYNTHETI...          SET       6     -0.24624   -0.0043668      0.33182      0.77098 GOBP_KETONE_BODY_BIOSYNTHETIC_PROCESS
GOBP_KETONE_BODY_METABOLIC_P...          SET      10     -0.13173   -0.0030155      0.26325       0.6916 GOBP_KETONE_BODY_METABOLIC_PROCESS
GOBP_KETONE_CATABOLIC_PROCESS            SET      14     0.019545   0.00052932      0.21862      0.46438 GOBP_KETONE_CATABOLIC_PROCESS
GOBP_KIDNEY_EPITHELIUM_DEVEL...          SET     138      0.13229     0.011212     0.077353     0.043624 GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT
GOBP_KIDNEY_MESENCHYME_DEVEL...          SET      18     0.038837    0.0011925      0.23374      0.43402 GOBP_KIDNEY_MESENCHYME_DEVELOPMENT
GOBP_KIDNEY_MORPHOGENESIS                SET      91     0.028191    0.0019426     0.093504      0.38152 GOBP_KIDNEY_MORPHOGENESIS
GOBP_KILLING_BY_HOST_OF_SYMB...          SET      26      0.14252    0.0052585      0.14784      0.16753 GOBP_KILLING_BY_HOST_OF_SYMBIONT_CELLS
GOBP_KILLING_OF_CELLS_OF_ANO...          SET      46      0.10203    0.0050048       0.1193      0.19621 GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM
GOBP_KINETOCHORE_ASSEMBLY                SET      17    -0.020377  -0.00060808       0.1881      0.54313 GOBP_KINETOCHORE_ASSEMBLY
GOBP_KINETOCHORE_ORGANIZATION            SET      22     0.029957    0.0010168      0.17161      0.43071 GOBP_KINETOCHORE_ORGANIZATION
GOBP_KYNURENINE_METABOLIC_PR...          SET      11     -0.03224  -0.00077403      0.22204      0.55772 GOBP_KYNURENINE_METABOLIC_PROCESS
GOBP_LABYRINTHINE_LAYER_BLOO...          SET      17     -0.11762   -0.0035099      0.23296      0.69318 GOBP_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT
GOBP_LABYRINTHINE_LAYER_DEVE...          SET      43    -0.006175  -0.00029287       0.1399       0.5176 GOBP_LABYRINTHINE_LAYER_DEVELOPMENT
GOBP_LABYRINTHINE_LAYER_MORP...          SET      22    -0.014395   -0.0004886      0.19743      0.52906 GOBP_LABYRINTHINE_LAYER_MORPHOGENESIS
GOBP_LACRIMAL_GLAND_DEVELOPM...          SET       7     0.046219   0.00088528      0.37205      0.45057 GOBP_LACRIMAL_GLAND_DEVELOPMENT
GOBP_LACTATE_METABOLIC_PROCE...          SET      15     -0.15316   -0.0042935      0.25891      0.72293 GOBP_LACTATE_METABOLIC_PROCESS
GOBP_LACTATE_TRANSMEMBRANE_T...          SET       7     -0.10457    -0.002003      0.37186      0.61073 GOBP_LACTATE_TRANSMEMBRANE_TRANSPORT
GOBP_LACTATION                           SET      37     0.093844    0.0041293      0.14771      0.26261 GOBP_LACTATION
GOBP_LAMELLIPODIUM_ASSEMBLY              SET      64    -0.045357    -0.002623      0.10827      0.66236 GOBP_LAMELLIPODIUM_ASSEMBLY
GOBP_LAMELLIPODIUM_MORPHOGEN...          SET      18      0.15542    0.0047724      0.19983      0.21836 GOBP_LAMELLIPODIUM_MORPHOGENESIS
GOBP_LAMELLIPODIUM_ORGANIZAT...          SET      82    -0.021812   -0.0014271     0.095804      0.59005 GOBP_LAMELLIPODIUM_ORGANIZATION
GOBP_LATERAL_MESODERM_DEVELO...          SET      15     -0.10363   -0.0029049      0.25219      0.65943 GOBP_LATERAL_MESODERM_DEVELOPMENT
GOBP_LATERAL_SPROUTING_FROM_...          SET      10     0.059324     0.001358      0.31242       0.4247 GOBP_LATERAL_SPROUTING_FROM_AN_EPITHELIUM
GOBP_LATERAL_VENTRICLE_DEVEL...          SET      12    -0.056461   -0.0014158      0.27297      0.58193 GOBP_LATERAL_VENTRICLE_DEVELOPMENT
GOBP_LATE_ENDOSOME_TO_GOLGI_...          SET       3      0.39645    0.0049717      0.45413      0.19134 GOBP_LATE_ENDOSOME_TO_GOLGI_TRANSPORT
GOBP_LATE_ENDOSOME_TO_LYSOSO...          SET      21     -0.42264    -0.014016      0.22812      0.96803 GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT
GOBP_LATE_ENDOSOME_TO_VACUOL...1         SET      35       -0.148    -0.006334       0.1536      0.83235 GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT
GOBP_LATE_ENDOSOME_TO_VACUOL...2         SET      26    -0.066549   -0.0024554      0.16862      0.65346 GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY
GOBP_LATE_NUCLEOPHAGY                    SET       8       0.1411    0.0028892      0.36292      0.34871 GOBP_LATE_NUCLEOPHAGY
GOBP_LAYER_FORMATION_IN_CERE...          SET      14      0.27185    0.0073624      0.21844      0.10667 GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX
GOBP_LEARNED_VOCALIZATION_BE...          SET       9       0.0923    0.0020045      0.28282      0.37208 GOBP_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING
GOBP_LEARNING                            SET     146    -0.003132  -0.00027297     0.074034      0.51687 GOBP_LEARNING
GOBP_LEFT_RIGHT_AXIS_SPECIFI...          SET      14      0.18632     0.005046      0.21652      0.19477 GOBP_LEFT_RIGHT_AXIS_SPECIFICATION
GOBP_LENS_DEVELOPMENT_IN_CAM...          SET      85      0.11134    0.0074165      0.10575       0.1462 GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE
GOBP_LENS_FIBER_CELL_DEVELOP...          SET      14       0.2159    0.0058472       0.2329      0.17697 GOBP_LENS_FIBER_CELL_DEVELOPMENT
GOBP_LENS_FIBER_CELL_DIFFERE...          SET      37     0.079678    0.0035059      0.15838      0.30746 GOBP_LENS_FIBER_CELL_DIFFERENTIATION
GOBP_LENS_FIBER_CELL_MORPHOG...          SET       6      0.10312    0.0018287      0.32124      0.37411 GOBP_LENS_FIBER_CELL_MORPHOGENESIS
GOBP_LENS_MORPHOGENESIS_IN_C...          SET      20      0.14153    0.0045806      0.18735      0.22501 GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE
GOBP_LEPTIN_MEDIATED_SIGNALI...          SET      10      0.18415    0.0042154      0.25715      0.23697 GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY
GOBP_LEUCINE_CATABOLIC_PROCE...          SET       6      0.20934    0.0037123      0.41032      0.30497 GOBP_LEUCINE_CATABOLIC_PROCESS
GOBP_LEUCINE_IMPORT_ACROSS_P...          SET       5     0.073712    0.0011933      0.31738      0.40817 GOBP_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_LEUCINE_METABOLIC_PROCE...          SET       8   -0.0012781   -2.617e-05      0.34792      0.50147 GOBP_LEUCINE_METABOLIC_PROCESS
GOBP_LEUCINE_TRANSPORT                   SET      10     0.046164    0.0010568      0.26166      0.42998 GOBP_LEUCINE_TRANSPORT
GOBP_LEUKEMIA_INHIBITORY_FAC...          SET       7       -0.378   -0.0072401      0.33794      0.86832 GOBP_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY
GOBP_LEUKOCYTE_ACTIVATION_IN...          SET      43    -0.067288   -0.0031914      0.12607      0.70323 GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE
GOBP_LEUKOCYTE_ADHESION_TO_A...          SET       4     -0.20478   -0.0029652      0.48982      0.66205 GOBP_LEUKOCYTE_ADHESION_TO_ARTERIAL_ENDOTHELIAL_CELL
GOBP_LEUKOCYTE_ADHESION_TO_V...          SET      45     0.027598    0.0013389      0.12522      0.41278 GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL
GOBP_LEUKOCYTE_AGGREGATION               SET      12      0.26777    0.0067145      0.23749      0.12977 GOBP_LEUKOCYTE_AGGREGATION
GOBP_LEUKOCYTE_APOPTOTIC_PRO...          SET     112     0.013656    0.0010434     0.078963      0.43135 GOBP_LEUKOCYTE_APOPTOTIC_PROCESS
GOBP_LEUKOCYTE_CELL_CELL_ADH...          SET     366     0.094113     0.012911     0.046961      0.02254 GOBP_LEUKOCYTE_CELL_CELL_ADHESION
GOBP_LEUKOCYTE_CHEMOTAXIS                SET     219     0.053191    0.0056669     0.061612      0.19398 GOBP_LEUKOCYTE_CHEMOTAXIS
GOBP_LEUKOCYTE_CHEMOTAXIS_IN...          SET       8    0.0075324   0.00015423      0.25193      0.48807 GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE
GOBP_LEUKOCYTE_DEGRANULATION             SET      76    -0.073381   -0.0046229     0.092446      0.78633 GOBP_LEUKOCYTE_DEGRANULATION
